20 10000
12 -14 6
6 -1 2
2 -4 10
-6 4 3
5 3 14
-45 -26 1
-6 20 5
21 9 11
0 7 14
-19 6 9
27 -16 4
26 10 10
-3 25 12
-2 -33 16
-11 -6 6
-16 -1 6
5 0 2
8 -44 10
27 30 6
16 8 6
10 -7 4940 1
12 -4 3285 1
20 -5 4390 1
-1 -24 3319 1042
0 24 10045 1
40 -20 369 1043
-55 3 5572 865
-2 19 9870 681
-31 -18 6208 887
5 11 444 1
-15 0 10270 1
-22 14 1784 772
0 -12 3692 2524
-20 6 5199 1505
-11 -6 1341 1
15 -10 9768 1
-22 5 2111 1
-16 -21 7521 426
33 12 1748 1
-3 -14 9299 192
22 -1 13681 1
-18 6 11083 2407
27 6 5917 1
3 36 0 171
-42 0 7978 1
-6 -37 3660 330
-15 22 7190 1
26 2 345 387
0 19 1938 709
20 -8 7167 389
5 -4 0 1527
-3 -27 2716 1
-8 30 0 354
-12 -13 6347 1
-17 25 0 896
-33 -25 2335 1
-7 21 3599 334
11 25 789 1
0 2 3221 1
-13 9 2501 1
13 6 9639 1
-1 12 5879 1
4 -37 5920 529
17 9 5833 971
9 -34 8918 1
-30 -6 2407 901
7 7 2941 1
10 -33 5197 1
-39 -33 9124 57
4 -37 4808 1
-11 21 0 714
-16 16 14148 397
-29 19 6358 1278
24 3 0 354
10 35 11700 1
-7 -17 14142 1
-15 35 0 390
2 -10 9088 3329
16 1 3384 1207
-3 -2 9604 32
11 -33 8425 1079
11 -4 1308 1
10 -33 2130 743
-39 -6 7110 1
4 -2 2498 12
7 30 4230 632
-5 -1 4538 1
-5 -1 8247 63
8 -15 3933 1
0 11 0 1124
-19 -5 4971 1
-32 -24 10211 1
-11 -25 11116 1
24 11 2401 1407
14 4 1753 1738
-20 -10 3785 330
-6 -35 6571 544
9 -6 7476 1012
-59 -20 1326 1207
-50 18 6538 196
-16 -10 17641 1
24 -7 3008 787
-26 -8 0 1
15 24 0 1135
3 7 393 1034
-17 -20 5650 1901
-6 -9 0 692
10 14 0 1
-19 10 4296 148
-31 14 8696 1104
0 -29 9515 626
-2 -7 12588 1
17 25 12857 770
-2 16 3223 1
-32 24 4982 127
-8 2 6551 1
26 -35 2870 1
-21 10 4691 1
11 16 7666 1
3 -5 11157 1
-7 0 4543 126
-4 -18 4232 315
31 5 4724 1997
15 4 6900 178
32 21 6094 911
30 36 0 134
-9 30 12891 1886
24 -12 3180 839
-14 8 3855 331
-22 -2 8387 688
14 -10 7003 2664
-12 -8 509 1
13 -3 3948 1
-25 35 0 822
0 18 0 655
-21 -24 4746 1
-4 25 7426 93
-25 -19 5732 1130
1 -7 1114 1
-38 -6 971 2041
-41 -13 3803 1
3 6 0 531
-7 24 4292 1
-26 -10 819 79
8 18 272 921
3 -5 4813 1
-1 26 0 763
-11 43 7154 1
13 0 12371 339
-15 15 8145 827
-1 -21 0 795
-22 31 7391 1
-38 10 3855 1
-2 20 11133 520
49 -13 3340 638
-22 15 2826 646
13 -38 0 1
-1 -8 0 2420
-27 2 7211 1344
3 28 6044 1
-11 36 7564 1
-23 13 2761 1
-2 10 2169 2194
29 9 8214 1
10 21 8152 1451
29 -3 9226 218
8 -15 2931 818
-6 -36 3680 563
22 16 4379 390
-20 -26 10907 1
-4 3 1440 454
20 -14 6847 1014
-14 11 10884 530
12 -30 0 97
26 1 0 1
-7 0 4248 900
-13 -29 5030 1
-10 -41 3175 1
57 -9 6658 1
5 29 0 1
-14 18 6165 913
21 -5 496 1
41 12 7453 932
-7 16 6093 1336
-11 -10 3662 1
9 11 2048 271
25 0 6781 1
19 11 1209 1
0 6 12086 1
15 -15 11894 1
5 -8 9253 1
-25 44 7654 495
6 -4 3679 73
36 -22 6063 74
-24 -4 9437 898
24 43 7163 1
4 21 1983 817
8 -13 4753 538
33 -9 8696 1
-8 -32 11492 1
-3 12 302 908
6 -4 6597 859
-1 -4 8163 1
15 -14 6587 1
6 4 4228 1
-18 -21 5629 1
0 -4 3001 1
-36 8 2403 1
7 -13 0 2800
12 12 2296 339
5 -7 3152 1
12 1 2391 1
3 10 9387 191
-20 27 0 287
4 4 2643 1
1 4 6130 168
13 11 1272 1
-10 40 7616 1
0 42 5023 1
7 13 12653 1
19 17 0 927
-1 -6 2107 727
-5 -34 4424 1
-7 11 1588 150
7 -3 0 1
-5 7 0 1
45 11 6175 97
-4 12 0 114
-29 7 12304 646
28 -9 5868 1
-27 58 1888 36
13 4 1845 1
-10 -4 1342 26
31 -5 9745 1
-8 0 5350 1
-14 -1 19747 1
-18 49 10755 449
4 -7 5911 1
1 0 2625 1
-9 -32 12709 1
-17 -31 0 1
4 2 4979 1
0 37 0 1
10 -9 10277 1
7 -11 7869 1243
5 -20 3378 903
28 0 1612 514
-10 15 7840 1
15 7 2191 736
-13 27 10139 1
-27 6 9618 1
1 -22 11988 1
-21 35 6079 1
0 5 13001 893
19 -14 8874 1555
18 -22 0 1
-28 2 6736 1687
-3 -35 5973 803
20 16 0 1
-5 8 0 2200
12 6 8112 1
-27 8 13499 1
8 -19 854 1644
30 7 6856 1
-32 -19 4167 600
10 12 4120 876
31 42 2674 1
25 0 0 1
-7 -33 1939 1
23 -9 1491 801
3 0 0 933
13 -23 7646 1
1 10 7169 1
5 23 3429 1419
-26 5 4819 1
16 2 1244 587
17 -20 9206 922
-10 -7 0 1
-12 5 6259 802
16 -24 8209 183
27 6 9895 1
-9 11 5730 345
-31 3 8189 281
4 33 0 1
12 31 5576 706
34 12 6140 605
-7 4 10752 1
7 1 7201 1
0 -23 10047 1
0 -6 8424 957
4 -1 2136 485
-13 0 4309 1
27 -4 0 1
-6 -10 3335 1
-17 14 11704 1
0 8 1097 1224
4 20 8984 1
-10 -4 11671 1
-5 -1 635 1
9 -14 11319 1
9 8 0 1
9 21 6919 514
-6 28 7623 1
13 -17 4777 209
-22 -1 9062 115
-13 42 12120 704
-25 -2 9669 991
13 6 6004 1
5 -23 0 437
14 -14 1840 818
-2 0 3727 1010
13 -1 2117 1
28 -13 0 1
13 -15 7274 1799
-17 -4 3966 1762
15 -22 16027 1
-10 -13 569 190
-33 42 2415 1523
5 -2 9156 643
-17 21 3862 1
31 9 0 1
-14 18 2985 1
12 -6 8155 1
-8 -16 0 4417
18 -7 0 1
-2 -54 5704 1
-14 21 9418 462
0 -9 3723 1432
-5 27 0 1
29 -21 2141 141
-4 14 2871 136
11 -22 3763 499
-11 -8 12967 1
26 4 0 1
-11 26 22884 1
30 3 6887 165
21 7 1834 798
11 -22 3119 1
-33 16 2885 1
0 23 13202 905
24 8 8929 35
-25 -21 14771 1047
34 -37 4731 2254
-6 -10 6075 1
-43 10 8112 100
-5 16 11835 1
32 -28 3338 1
5 -14 3990 1333
16 -47 7492 1279
51 -14 11206 869
-9 0 4824 2262
4 16 5759 1
-42 -10 9272 1
7 3 8155 1256
1 -12 9122 1
-40 -14 2801 1
30 -41 10366 1
14 -6 3748 1
4 46 11207 1149
-1 26 12461 909
-37 -6 5421 1843
-27 -7 0 1
-15 22 7093 1
12 52 4004 1456
33 -12 7759 551
26 -7 3230 804
-14 7 0 828
14 -17 0 1185
-2 -1 11788 1356
14 15 1040 585
3 -2 5103 1
14 32 6590 1
-31 -25 6919 345
-6 -3 2579 244
2 -8 3363 1415
13 -40 5360 935
1 26 0 1727
2 -39 13658 1
11 6 12042 176
-8 13 7183 1743
-18 0 5812 476
-12 -3 6607 1
33 22 0 779
-14 -23 4165 1227
8 -5 3380 1
-7 4 2197 484
13 22 6699 525
20 -1 2180 1
-18 -37 0 1
1 -41 11757 244
4 -8 3377 1021
-5 -5 1490 662
-8 -22 4115 1
-47 -1 13802 847
5 21 7218 1
9 -5 16577 423
2 -13 519 1
18 23 5799 11
-7 0 12054 1
14 -26 0 88
-12 0 13040 498
-3 -2 11442 1
56 -13 6057 1276
-9 -17 0 965
-5 -38 0 1
-29 -7 11684 1
22 4 9261 843
18 -6 4561 1117
-31 7 7451 294
18 -4 0 456
-7 -49 6019 1758
13 2 0 1219
10 -2 16101 428
-1 -2 13013 1
39 34 4796 1
2 30 0 1
-21 -13 4001 1241
6 -7 294 1259
32 -20 0 994
-6 10 5361 1
-3 -23 14421 1771
-3 -4 0 1140
33 25 6057 1312
-29 -2 0 1
24 -13 0 1
12 2 9699 725
-27 13 4607 1
33 -44 12734 316
18 -9 5812 1100
12 -24 3373 1097
15 1 12 1864
1 11 14412 651
-31 -25 5000 251
37 13 9302 1
7 9 7981 961
19 33 5258 1
-1 -25 6527 582
22 17 5451 1
13 -14 364 1
20 13 4968 1115
-19 -9 5640 998
3 -17 5598 125
-9 9 2841 1
28 -12 14077 1
-1 13 7128 1
-17 6 2865 1
-17 -4 2641 114
10 -10 0 1
13 -14 5619 958
19 -23 5176 1
-3 -33 7525 1
15 19 0 178
21 19 1383 525
-1 1 870 1
15 -22 1908 313
-18 43 4448 1
11 -14 11504 1
-10 -11 7998 1
0 7 3111 446
-14 -6 0 1
-31 0 5537 1
-12 -1 2786 617
-11 9 4555 1182
-3 23 548 879
-14 16 7269 1
-20 33 7875 1147
-5 15 4212 920
-17 -5 2605 1
22 -20 0 1
5 11 2772 1016
-3 32 8001 1495
-57 1 8821 1357
-19 -3 6833 772
4 46 11597 1
-17 -23 6756 587
-1 -14 5909 1
-30 -8 3647 982
24 10 4573 883
-21 -1 10166 1
-18 37 0 537
9 0 8101 1499
-2 -33 884 1437
9 34 0 1170
23 2 3188 664
-32 0 0 709
5 -27 8345 1628
0 24 6362 1
-1 -33 0 1
4 24 6009 1899
4 -5 1727 1
-9 19 2980 170
0 -18 10436 123
-2 7 0 1561
-17 -6 5210 118
11 -37 6924 108
-23 -19 9026 1
-15 -5 5346 620
11 14 1643 1
-18 -11 7672 2366
7 62 1750 1
31 -19 4066 370
-7 -5 7819 547
2 -7 11079 147
-5 1 7314 222
18 -18 7249 448
-25 5 6999 1046
-17 -10 7499 448
34 -2 16005 1
-36 32 5730 1
-30 6 0 1
-1 -19 0 1
1 13 10597 1
31 -8 9514 1
-19 -13 7892 1
34 60 8376 1
15 -2 3796 237
-25 -21 6307 1
-17 -29 11940 1460
-6 50 0 1
16 5 0 838
-15 -11 9400 528
-17 16 1405 390
0 -7 3378 2416
23 0 0 1
-5 -8 0 1601
13 -5 1568 156
-20 -17 7476 291
-17 -1 0 1924
31 -8 0 2002
57 11 12766 1
20 0 3538 846
40 6 0 344
-49 35 6618 1
-28 14 3232 1
14 4 10751 580
15 30 3696 1
39 10 2494 541
-44 15 1298 1306
-14 2 3631 1
-28 -13 10616 1
-56 0 11159 1
7 17 3787 1
35 -2 3633 1
-25 34 7540 541
-50 -8 11006 951
-33 -18 0 416
-16 -12 6017 1
16 -17 0 1312
13 18 7439 63
11 21 8890 361
-6 -8 13002 1
33 -8 0 1677
5 17 3124 637
-8 -9 10631 1
4 -8 1328 1
8 -11 5498 1
5 1 6754 584
-47 -2 6334 1628
2 24 0 1
17 -4 1988 442
24 14 1851 539
31 -24 1753 443
-29 -42 3520 259
-12 -11 18273 546
25 6 3254 1
3 -17 10680 1582
-13 14 10895 1
24 13 8273 1
-12 28 5253 1
17 10 5908 1744
-18 19 16398 1
-26 -8 10227 1
32 25 0 1
-3 -5 16157 1192
-3 0 0 785
18 -1 584 1
0 9 1285 1
44 23 0 1
26 24 14478 1
6 7 6039 224
9 39 0 1
-34 0 0 645
-15 15 14960 1
-19 0 2009 862
37 -1 2299 1
-34 -6 7819 1
29 24 5402 215
20 -24 3363 1
-10 -5 0 1
-11 -40 9606 1
-34 15 4777 1
-28 -11 93 1
25 -10 0 1
1 10 1006 585
22 -3 1486 1558
-27 8 3333 1141
4 -33 5446 1114
16 9 4259 1
9 12 6191 1
36 16 1100 1
-9 -7 1717 150
-29 17 6343 242
-6 25 3807 1
9 -11 5132 1896
18 23 11958 1
-3 -25 3313 1122
1 -5 15352 1079
4 1 5818 1
0 2 14014 213
30 -18 9093 1
5 16 0 1
-6 18 4675 2245
-11 1 4174 1805
0 46 2839 1
32 0 10315 156
9 33 9430 882
-2 -39 12095 1
-17 -8 1809 1543
14 -10 1199 1
-21 3 5175 842
-1 -32 7954 1
18 -11 4456 441
24 -8 9373 1
-24 6 676 667
-20 -34 0 882
30 -17 0 1
30 -1 0 1694
17 33 1165 1
-43 9 3615 214
-23 5 5249 639
-10 -11 1136 1001
-41 29 6254 1
-8 17 6462 1
-12 0 569 1
1 35 0 926
-8 -19 4050 41
-22 23 4541 1
-36 -1 6815 354
22 17 2755 1
-50 -6 5672 2360
24 -15 0 1
22 2 8456 855
-1 -6 8460 1
0 -24 4877 1
26 1 11358 1
20 -11 11924 1
34 13 3009 1
0 -22 10476 1
55 1 1781 1
4 -27 13340 1
-26 18 4083 234
17 -2 7627 434
19 6 0 983
20 -28 936 1
11 11 4376 1
7 13 0 1
-39 -8 0 1
8 -6 5610 1
-15 11 16583 1631
19 -26 0 1696
32 -20 9889 1
-19 0 0 1412
10 12 0 915
-3 -29 7531 110
-16 18 3848 1
0 -20 12164 1552
10 -4 3816 1
7 -20 11852 22
18 -8 4764 1
-20 29 0 1863
5 -10 12341 1381
-25 -10 0 1
12 -23 4952 556
18 -4 0 1
-20 1 0 1
-11 0 5738 1
27 14 1749 845
11 -21 7853 1
-1 -2 2686 1
49 40 6451 883
0 -51 2395 500
-30 27 1485 1
25 5 0 1
-3 -4 4775 1157
37 -5 6048 1
4 3 0 311
25 9 7824 1
-8 4 7420 2207
-9 19 13806 15
-16 -10 1665 1
10 0 10333 1
-24 -14 100 1
9 18 0 1554
-2 -29 2564 1079
-7 0 6128 1
-34 -3 4746 1
-54 18 0 1004
14 16 6805 1573
32 -22 4586 1
3 1 237 1284
29 -1 16008 1
20 -11 4019 1
15 7 830 1
19 -5 13659 653
23 -10 11505 1
-5 -10 3686 1
14 2 7330 1
12 -18 5187 1
-16 -16 5467 1686
-48 -35 6129 663
-16 36 8477 802
-22 0 8187 1
-1 -11 7258 1546
-7 10 0 1
20 -3 0 1
-4 45 1134 1
-2 23 1827 1
-11 0 728 3
42 -8 7754 351
-8 -29 5558 288
7 13 4852 1
-4 -15 4895 590
23 2 6332 1
18 25 2534 36
6 2 3547 1
-10 21 5218 240
-14 -17 2251 1132
26 0 11124 55
8 -19 8435 1050
-3 8 0 689
-11 37 8482 2476
21 41 5855 1
38 31 2572 1
-3 -14 4003 1
5 -14 0 1
5 46 2860 1
2 19 2027 1
4 1 0 1
8 -20 7056 1
8 -8 2179 317
-21 25 8444 1
-6 14 6345 855
25 -3 2973 1
-19 -18 364 1029
15 -33 6607 1
-21 14 2862 1
-38 -17 5914 1
-18 -37 8271 1
-30 1 7197 1
-5 6 7744 114
10 -3 7361 1
9 24 8725 1
30 34 5640 399
-10 3 0 1010
-3 -22 10366 403
-13 1 8303 310
17 6 0 1
8 15 3289 1
0 3 14751 1229
-36 -11 9338 419
-6 0 4548 1
-12 16 3349 1
15 -1 3292 1
0 -26 1034 1
-3 1 11026 1
40 5 8810 1284
-19 8 0 1483
1 15 4917 1
-28 -9 1498 2612
7 -6 6713 680
10 -22 5801 1
7 -12 4347 1
-28 -16 3612 1301
17 12 3899 1
10 -15 4419 581
7 26 1686 1
-12 7 1513 1
-56 -34 2590 1
-16 -7 1013 1
33 0 10163 1
15 8 3927 1
-3 7 262 368
7 23 1896 1311
-10 9 11201 1
-4 -22 0 899
14 -6 5111 1152
3 -11 2949 1440
-8 0 6011 750
15 11 4756 451
-23 24 5740 1
-5 2 7017 1044
-2 4 7099 1
4 -11 10593 1
-21 -2 10415 2178
6 1 5618 1834
-24 33 5206 591
10 -19 4930 830
0 -40 6923 1
-3 -14 3083 2876
-19 48 10305 544
-13 0 6848 1
22 1 2168 1
15 4 8183 1604
-14 -7 6462 1
8 1 8285 2219
10 -11 8220 1
-18 17 10531 1
-1 36 6502 302
10 -17 1134 1
29 -4 6568 1
19 27 8045 409
21 -15 7093 672
-17 11 2901 1034
25 19 4255 678
-49 -1 7413 12
28 7 9139 1541
-11 3 6775 686
-28 -50 0 1
8 -4 0 2704
-4 -17 12821 1165
2 14 12082 1
35 16 1751 815
0 21 3849 1
18 7 1382 1
2 -2 0 900
-10 13 11184 1
0 -4 10161 1584
1 -17 2067 229
13 -12 5084 1
-10 13 0 187
29 -30 0 1
-21 -8 391 1
-3 3 5457 741
-3 -7 0 1
8 4 9140 1
2 -3 10341 1
-5 13 7828 845
-9 12 7024 1
-3 7 4091 1
35 -16 6797 1
11 -9 4930 1
-41 47 1309 1650
22 -11 1791 918
8 5 10220 1
-11 26 6181 1
-18 -20 6767 1
0 7 0 173
-9 17 0 254
5 -5 0 1
-13 -4 5813 1
22 -3 1914 1
9 13 7444 1
-20 -25 11680 1
11 -3 0 698
-16 -12 0 1
5 3 8767 1
0 0 8944 1
13 28 5271 537
0 8 8143 945
29 -26 7897 1
-16 9 13011 1
-10 2 6185 1665
-15 -5 0 793
60 -10 6556 746
32 2 159 1477
32 2 0 102
19 -11 7189 227
-7 -3 7378 548
9 -18 598 1669
0 -29 7605 1
-1 0 7065 1
-17 -8 2467 940
13 23 7143 1
-3 17 2311 198
8 21 5141 864
-44 2 6828 1
2 5 3375 1005
22 2 13096 460
18 0 2223 737
13 14 10037 596
-33 23 4019 46
-21 -20 1868 1
-27 13 2760 397
8 11 6443 672
-14 -14 5734 1
-17 -7 10070 178
-26 8 5392 2577
2 -8 8671 1
-6 17 4938 30
3 15 466 512
6 -30 14767 1
30 -6 4034 1
-29 23 8088 1
15 -2 0 1318
7 9 0 2548
6 -36 4778 302
-25 -8 0 1126
6 20 8090 1
16 -23 6371 2144
26 -16 0 903
-12 35 8762 2299
-4 -4 12103 1
-23 14 12908 1
35 -34 7994 242
-6 -18 5293 782
-23 -24 0 35
-4 -11 1727 520
-56 2 4401 1
7 56 296 1
-6 -23 14195 617
-9 3 7432 2715
0 -30 6816 1
55 3 2077 515
-7 -12 773 693
10 25 11549 574
32 16 2180 779
-14 -24 1925 1
-16 -37 7886 1937
5 -13 8124 2109
-6 -38 3250 491
49 -3 5527 179
36 25 2855 1
18 7 0 1112
-52 -9 5247 974
5 -21 6079 184
-1 17 7196 56
13 -9 5808 372
-19 0 3577 1
16 0 2614 813
-42 -40 8497 1
20 9 4978 849
34 -17 785 1
-32 -23 3525 895
-11 1 10804 649
40 -12 0 215
9 -22 1104 87
-14 -37 4248 1
-1 -36 882 156
-16 51 7193 1
-12 -48 0 1575
11 -6 0 202
11 -13 0 1
14 -7 2682 259
-10 -15 202 1
14 3 2254 292
16 -28 12516 641
14 -7 5654 1
-13 23 9164 1
3 2 9284 1
-58 -11 0 798
0 -8 475 1
-19 4 4961 718
33 -19 5241 969
-15 -4 5545 852
-16 26 480 604
-19 -27 197 636
-12 -15 3275 1
-1 -11 1987 1
-28 21 9951 586
-27 -7 7275 1
30 8 1638 1
-12 -40 0 74
25 8 9832 1
14 11 2333 741
-36 23 10879 932
-18 -18 2940 525
11 9 0 2707
-4 -23 4118 1785
29 -25 0 1681
9 -31 0 1
10 3 9262 1
-13 -10 6145 1506
-14 -22 928 1593
10 -7 0 335
-40 3 5809 559
1 -38 0 1
-20 8 8868 1
7 3 0 288
-13 -13 5831 331
-8 -13 5696 1
9 0 6162 769
31 -2 486 1
19 29 4319 626
8 -29 6091 1
-17 -17 0 1
12 -11 5954 786
6 4 1188 1559
-11 0 2396 567
41 21 8514 1
7 -5 8185 223
15 0 4823 1
20 -4 1167 2588
-10 1 7893 126
-11 20 0 1
-1 -9 6222 823
0 1 15483 1
17 0 11798 827
-58 0 0 1
-11 3 4690 1
-5 32 0 1
6 17 3279 622
15 20 5871 1
-2 34 389 1
-1 -1 3069 1
-1 -20 3570 686
-39 -6 15522 1029
-16 -6 11155 1
22 30 0 1
5 -1 2274 867
-38 6 7952 1
27 -30 0 1154
36 0 5972 1
6 2 8445 1
-24 -5 12110 734
-24 -3 0 1294
29 -19 702 1638
-16 -19 6435 2781
27 -28 9891 994
44 -8 393 1
-43 14 6455 44
12 5 4918 1850
0 51 10910 1
22 35 1469 32
-2 26 0 858
18 54 2112 78
26 33 7720 280
17 1 12083 1108
-35 -14 3874 720
-26 -10 0 1
-10 -9 11286 1
60 2 1512 544
9 25 4510 1
5 7 8150 1
-27 -18 10456 256
-13 -1 7604 1
18 16 6200 1
-17 0 2283 34
3 -15 3385 1805
11 40 0 139
13 1 1001 1
30 4 3459 1224
16 -22 7904 1
13 14 7323 257
21 31 0 1
6 7 8434 1
-24 -8 10742 1
-14 -13 18275 1
-13 17 15842 1
-1 0 16534 1718
22 25 7097 1
-6 14 13970 83
11 1 18491 1
10 0 12360 1
11 24 1376 768
8 -1 5821 668
-29 20 7485 1
3 -6 10712 1
0 9 4760 1
0 15 0 1
-2 20 410 1931
-20 -15 3773 92
17 0 7501 1557
-12 -4 0 313
0 6 0 35
-2 -24 3547 1276
-5 42 7778 1
14 -1 10527 215
28 -40 18866 1470
4 11 4242 764
5 -44 9553 1
16 25 0 1742
-6 15 7158 1
-21 19 11541 1
-20 5 3889 373
-26 0 7606 1
17 12 4804 1
1 -24 1431 1
17 -44 5211 480
1 -21 5592 1
-28 -20 2859 249
-3 -14 4340 1
16 21 11089 677
24 11 1131 1
24 -21 7129 1
7 -16 6689 1
20 -16 0 1
-22 0 10546 1
-2 -9 4514 635
5 7 11255 215
19 -8 0 1
-10 18 9659 1
19 15 9588 1
13 10 4006 1
-27 2 0 866
2 17 5543 1
-7 -27 702 674
-23 10 7248 1504
41 -8 1164 1
-3 15 2982 1
22 -11 3167 433
-11 -21 8639 1816
26 46 4943 1
18 17 11384 919
19 -27 7466 619
0 -28 6007 1407
7 -23 2300 1602
13 -31 11582 413
37 -15 7843 1
-7 -14 0 1
1 10 0 1
-21 -15 46 1
-25 -3 0 307
16 0 13072 239
3 -3 2793 119
25 24 8238 1
-18 -24 10934 959
-18 3 12332 1
6 12 11373 1
-13 8 0 1
6 49 0 1
21 13 1687 1
9 -48 6936 1
-14 29 0 1530
-10 17 6190 1
34 14 5868 790
12 -15 2982 1
23 6 1026 1
-9 -8 6866 467
12 -12 3105 257
-14 25 6216 1
1 -52 4348 197
-25 30 0 1464
-15 -1 3417 1
-10 26 3383 1
2 -1 1155 2046
-5 10 9478 1
5 -21 3393 1
0 -21 12313 318
-21 -18 3772 426
-12 15 6382 1
14 -6 0 373
24 31 3464 1
-2 9 0 738
-27 -25 3575 1
9 -6 7099 1
-13 -16 5969 1
2 6 0 1
7 38 2297 113
5 32 2583 40
9 7 8994 490
31 4 0 1
11 -9 0 1910
40 -2 7875 1
-13 -6 2752 1
7 15 6187 1
14 -20 2346 740
-9 -16 7031 1
21 6 998 1577
-17 -9 6365 1
-20 -31 618 1
-2 31 13815 107
-41 11 12998 564
-18 3 1687 1316
17 -22 15304 1
0 2 0 804
-10 -8 6334 1024
-27 -25 421 158
1 14 10283 1361
-22 8 1341 1137
-13 0 7406 1917
-4 17 4913 1
18 -12 7064 1
9 -16 0 1
-15 1 5313 848
-12 12 2165 1
-20 5 11542 1
-11 -3 2748 1
-19 14 3413 576
-18 26 0 1
-11 -27 8670 324
24 -12 3187 1
7 29 1722 1867
11 29 9204 21
-19 11 11546 1
15 -42 0 54
-16 41 2801 2004
0 5 5886 830
7 -5 1826 451
29 -5 10764 511
13 -5 12077 61
-10 -4 8634 610
-27 -60 6035 1
-2 0 0 1
19 9 15349 1148
-18 19 0 1
-12 1 10596 1472
-8 -2 9105 1
-5 18 9492 681
11 16 7112 1819
-15 -22 8918 599
-17 4 11636 1
-8 4 12614 357
15 -25 1177 1
37 7 994 1
45 -13 2136 1288
-19 32 5906 508
-26 21 3513 761
-35 21 2462 305
-11 -6 5200 1
-7 9 5291 979
-10 3 0 102
-4 -3 3731 483
0 4 1846 1
13 -19 9008 536
9 -13 6389 996
-6 17 9415 1
51 0 9661 665
3 -2 4039 295
14 12 0 1
-24 34 4869 1087
13 -3 14822 1
-4 -1 5848 487
3 7 926 1
2 6 5183 610
4 8 1436 27
0 17 4132 995
11 -21 0 617
4 40 8772 1
-12 -13 4016 972
-16 -31 13107 1174
-34 2 0 1
-26 -4 1437 1054
0 -16 5047 1
-56 -27 4821 1
-30 -19 5529 1
-3 28 5013 832
-27 0 2256 658
0 13 13683 259
4 1 15089 1
-21 25 0 1
20 -20 5538 1
31 49 9017 135
1 12 2321 448
12 -2 0 1
-31 9 0 1
-6 2 5153 339
-23 -9 6500 402
7 -20 7527 758
-56 6 4942 430
6 13 7839 601
-9 5 2828 1
-18 -27 12068 1
-7 12 4640 755
-28 51 7166 136
27 -32 6176 918
1 13 12175 1
0 -35 5051 1606
-2 -9 8948 1
-8 -10 5107 246
-17 23 9213 1
24 11 5961 1534
19 24 11368 2625
-23 7 0 1
11 -3 3817 36
-29 14 11898 395
-11 3 0 136
41 -11 9026 1031
9 7 0 158
-10 -3 7114 1
-27 -25 0 1
-20 -25 10087 1
6 -12 2922 1
7 9 3733 1
11 20 739 530
-45 -15 0 332
22 -20 7838 1
34 -8 2224 1
25 5 11006 1
3 14 6372 1
-33 12 4706 1
-10 -19 7381 1
-3 -1 9946 45
30 -3 2001 1639
-11 -2 11287 1630
-13 29 15222 1
1 -24 0 1
-32 25 0 1
5 21 9069 90
18 18 3663 27
-40 15 12158 1
2 34 5795 1
10 -54 11022 1308
5 -30 5414 1
13 -10 4570 1356
37 3 7374 493
5 8 5836 2062
0 24 2577 828
9 21 4010 144
0 -8 6541 1397
-8 32 4121 834
-29 -3 0 1128
-23 -24 3991 2120
7 -39 0 1295
3 7 1998 1
-18 -2 8954 1470
-9 -23 8845 1
10 10 1652 1823
5 -36 11281 579
-6 5 3825 476
6 35 4458 101
-12 9 7599 1
4 -12 4052 192
-26 -6 7979 158
-5 18 4850 1
0 3 7922 1
33 -38 10516 1
-36 16 8798 1
17 -4 2287 1
-33 7 11012 715
0 18 6225 1117
-40 20 7981 1747
41 -20 9621 2004
20 21 1529 47
13 27 483 705
-6 -20 3433 1048
-30 -7 2012 1
10 -20 1098 1
36 -16 2727 1037
32 24 8586 1
-4 -5 2669 1
-5 42 8568 191
-2 3 5421 1
23 4 6802 1
16 13 8713 1
12 36 5769 911
10 -23 901 1142
32 4 5165 1
0 3 4820 1
50 -6 3616 1
-4 -14 2367 738
-10 4 0 1
-18 8 3578 1106
-17 16 6060 595
0 3 7345 406
4 -30 12434 1551
-10 -1 9337 1541
-20 4 2350 1
3 12 4364 1
-30 -31 3280 1
17 -17 508 1
-24 -10 3113 1
-8 3 0 508
-12 13 0 916
-8 4 8492 1
-38 14 8795 1
0 -31 4848 1
-16 -1 0 1
-35 -4 10665 532
6 -14 0 2034
17 -8 0 1
-4 1 6985 928
30 31 2116 1
15 5 0 1
11 -18 5705 1196
-26 -10 4726 2064
-11 -17 0 1
-15 20 0 476
18 -39 5242 1
-2 -32 2255 1
-15 35 2342 439
-9 16 170 50
6 -14 1423 1075
-38 -44 5294 67
0 0 3353 1
-50 4 0 70
16 -10 13183 1892
25 3 0 634
-8 -12 11389 1
-40 9 0 1
15 21 3017 9
11 -13 3695 1
14 24 4953 1
-16 0 6460 1
0 -28 7937 1
-17 -3 878 1
1 10 8650 1
2 -1 8128 1
-24 -49 1307 166
-4 15 2183 1
16 -38 13487 1
-3 45 10013 274
-67 26 4404 1
23 1 9566 1
-17 5 4417 300
-26 2 10485 1563
24 0 0 1
3 -17 0 27
20 -4 9829 1
0 -44 10096 848
14 7 1988 441
5 14 6646 1
-14 -9 3780 1
53 11 7214 1
-4 -1 0 306
9 22 4893 1
23 -10 4613 314
20 -13 4001 1
26 -43 15232 465
-6 -5 776 1
-10 9 2742 1666
-16 4 4214 1
26 5 7049 1622
-41 21 0 1031
-5 17 0 1
24 10 1942 1279
34 -41 3466 1
-23 7 11618 1476
